Date,Open,High,Low,Close,Adj Close,Volume
2016-11-11,50.220001,50.849998,50.180000,50.770000,48.711025,6300600
2016-11-14,51.180000,51.189999,50.209999,50.209999,48.173733,8063900
2016-11-15,50.459999,50.639999,49.750000,50.130001,48.096981,9299800
2016-11-16,50.000000,50.799999,49.950001,50.680000,48.624676,6760300
2016-11-17,50.939999,51.669998,50.720001,51.590000,49.497768,7671600
2016-11-18,51.389999,51.889999,50.959999,51.099998,49.027637,7461600
2016-11-21,51.000000,51.419998,50.950001,51.279999,49.200336,5357200
2016-11-22,51.470001,51.750000,51.049999,51.709999,49.612904,5228100
2016-11-23,51.709999,51.849998,51.200001,51.340000,49.257900,4141600
2016-11-25,51.680000,51.740002,51.349998,51.520000,49.430611,2736800
2016-11-28,51.439999,51.439999,50.610001,51.009998,48.941288,8602100
2016-11-29,51.200001,51.369999,50.570000,50.630001,48.576702,6065700
2016-11-30,50.520000,50.810001,50.070000,50.070000,48.039413,8198400
2016-12-01,50.110001,51.250000,50.060001,50.650002,48.771225,7610100
2016-12-02,50.259998,50.680000,50.110001,50.459999,48.588268,6933300
2016-12-05,50.799999,52.270000,50.700001,51.849998,49.926712,12031200
2016-12-06,50.830002,51.099998,50.259998,50.570000,48.694191,12496300
2016-12-07,50.790001,52.250000,50.599998,52.099998,50.167435,10412600
2016-12-08,52.150002,52.470001,51.450001,51.549999,49.637833,9260900
2016-12-09,51.759998,51.970001,51.500000,51.720001,49.801533,5869800
2016-12-12,51.500000,51.900002,50.939999,51.540001,49.628208,11459500
2016-12-13,51.830002,53.220001,51.830002,52.299999,50.360020,11442300
2016-12-14,52.240002,52.340000,51.590000,51.790001,49.868935,8012800
2016-12-15,52.000000,52.040001,51.090000,51.290001,49.387478,9567500
2016-12-16,51.599998,51.639999,50.669998,50.919998,49.031208,13984900
2016-12-19,50.910000,51.360001,50.480000,50.849998,48.963806,9451700
2016-12-20,51.060001,51.990002,50.750000,51.790001,49.868935,15984100
2016-12-21,52.900002,53.349998,51.549999,52.299999,50.360020,23236400
2016-12-22,52.799999,53.000000,52.029999,52.139999,50.205948,11798900
2016-12-23,51.990002,52.349998,51.669998,51.910000,49.984486,9360800
2016-12-27,51.799999,52.250000,51.200001,51.290001,49.387478,8175000
2016-12-28,51.310001,51.500000,50.869999,51.020000,49.127495,6318000
2016-12-29,51.000000,51.240002,50.880001,51.060001,49.166012,4680800
2016-12-30,51.099998,51.330002,50.700001,50.830002,48.944546,7384300
2017-01-03,51.990002,52.500000,51.770000,51.980000,50.051891,13295600
2017-01-04,52.230000,53.349998,52.090000,53.070000,51.101456,13759500
2017-01-05,52.919998,53.099998,52.439999,53.060001,51.091827,8682200
2017-01-06,53.090000,54.090000,52.980000,53.910000,51.910297,12532400
2017-01-09,53.959999,53.990002,53.220001,53.380001,51.399956,8835300
2017-01-10,53.549999,53.730000,53.110001,53.110001,51.139980,8041900
2017-01-11,53.119999,53.290001,52.669998,52.689999,50.735546,8208300
2017-01-12,52.509998,52.689999,52.160000,52.400002,50.456306,7368700
2017-01-13,52.590000,52.930000,52.230000,52.919998,50.957012,6694400
2017-01-17,53.400002,53.950001,53.009998,53.650002,51.659946,9888500
2017-01-18,53.860001,53.889999,52.860001,53.270000,51.294037,6743100
2017-01-19,53.840000,53.939999,52.889999,52.930000,50.966652,8320600
2017-01-20,53.220001,53.349998,52.900002,53.200001,51.226631,7861000
2017-01-23,53.020000,53.259998,52.720001,53.240002,51.265160,7025700
2017-01-24,53.020000,53.570000,52.990002,53.450001,51.467365,6321300
2017-01-25,53.730000,54.119999,53.689999,53.860001,51.862152,6675000
2017-01-26,54.110001,54.119999,53.360001,53.650002,51.659946,6202000
2017-01-27,53.680000,54.080002,53.029999,53.189999,51.216999,7362000
2017-01-30,52.779999,53.220001,52.410000,53.080002,51.111084,9770800
2017-01-31,51.680000,52.900002,51.630001,52.900002,50.937759,12342900
2017-02-01,52.980000,53.259998,52.610001,53.020000,51.053318,8810900
2017-02-02,53.000000,53.009998,52.480000,52.799999,50.841476,7874200
2017-02-03,52.619999,52.810001,52.250000,52.360001,50.417789,8850400
2017-02-06,52.090000,52.799999,52.049999,52.799999,50.841476,7355200
2017-02-07,53.070000,53.279999,52.669998,52.810001,50.851101,6446900
2017-02-08,52.740002,53.939999,52.700001,53.880001,51.881409,9281100
2017-02-09,53.880001,55.700001,53.880001,55.310001,53.258373,14345400
2017-02-10,55.630001,56.470001,55.630001,56.220001,54.134617,14973400
2017-02-13,56.169998,56.340000,55.750000,56.090000,54.009434,7679800
2017-02-14,55.919998,56.689999,55.830002,56.450001,54.356079,8891400
2017-02-15,56.290001,56.759998,56.209999,56.639999,54.539036,6652000
2017-02-16,56.880001,56.919998,56.099998,56.290001,54.202015,8374200
2017-02-17,56.119999,56.799999,55.860001,56.750000,54.644951,12638000
2017-02-21,56.380001,57.450001,56.200001,57.360001,55.232319,10955000
2017-02-22,57.480000,58.380001,57.360001,58.240002,56.079685,10914100
2017-02-23,58.110001,58.400002,57.270000,57.389999,55.261219,12316300
2017-02-24,57.389999,58.419998,57.070000,57.860001,55.713776,9684500
2017-02-27,57.650002,57.830002,57.349998,57.689999,55.550087,4375700
2017-02-28,57.369999,57.549999,56.860001,57.160000,55.039742,7951300
2017-03-01,57.860001,58.029999,57.330002,57.950001,55.800446,8558900
2017-03-02,57.900002,58.250000,57.650002,57.799999,55.829418,6438400
2017-03-03,57.799999,57.799999,56.509998,56.700001,54.766918,9181600
2017-03-06,56.700001,56.930000,56.529999,56.770000,54.834526,6896800
2017-03-07,56.709999,56.990002,56.020000,56.549999,54.622036,7124400
2017-03-08,56.939999,56.939999,56.310001,56.509998,54.583389,7604800
2017-03-09,56.610001,56.660000,56.090000,56.360001,54.438507,6165700
2017-03-10,56.490002,56.990002,56.259998,56.430000,54.506123,8882400
2017-03-13,56.430000,56.820000,56.110001,56.669998,54.737938,7235900
2017-03-14,56.869999,58.009998,56.720001,57.279999,55.327141,9286900
2017-03-15,57.630001,57.990002,56.750000,57.660000,55.694191,10067500
2017-03-16,57.430000,57.720001,56.830002,57.599998,55.636234,9895000
2017-03-17,57.770000,57.889999,57.310001,57.799999,55.829418,10791500
2017-03-20,58.000000,58.810001,57.959999,58.680000,56.679413,13352500
2017-03-21,58.779999,59.000000,57.720001,58.009998,56.032246,15269800
2017-03-22,54.759998,55.000000,53.759998,53.919998,52.081699,37413400
2017-03-23,54.610001,55.549999,54.520000,55.369999,53.482262,23848300
2017-03-24,55.290001,56.639999,55.119999,56.360001,54.438507,14438600
2017-03-27,55.639999,56.250000,55.540001,55.930000,54.023170,8663600
2017-03-28,55.990002,56.779999,55.790001,56.619999,54.689644,7823900
2017-03-29,56.410000,57.099998,56.349998,56.680000,54.747597,7456200
2017-03-30,56.480000,56.599998,55.810001,56.040001,54.129417,7210500
2017-03-31,56.000000,56.029999,55.650002,55.730000,53.829994,5905600
2017-04-03,55.740002,55.799999,55.150002,55.560001,53.665791,7088800
2017-04-04,55.150002,55.299999,54.830002,55.040001,53.163509,8843300
2017-04-05,54.970001,55.799999,54.500000,54.980000,53.105564,7722100
2017-04-06,55.070000,55.939999,54.939999,55.139999,53.260101,6692200
2017-04-07,55.099998,55.240002,54.770000,55.110001,53.231121,6078300
2017-04-10,55.000000,55.330002,54.720001,54.900002,53.028290,5472700
2017-04-11,54.950001,55.070000,54.549999,54.919998,53.047607,4348600
2017-04-12,54.660000,55.619999,54.500000,55.570000,53.675442,8504100
2017-04-13,55.410000,55.599998,55.259998,55.340000,53.453289,5282100
2017-04-17,55.320000,56.340000,55.250000,56.240002,54.322605,7688700
2017-04-18,56.020000,56.419998,55.799999,56.110001,54.197033,5651100
2017-04-19,56.160000,56.220001,55.740002,55.860001,53.955559,5947700
2017-04-20,55.959999,56.689999,55.880001,56.400002,54.477150,6867100
2017-04-21,56.290001,56.380001,55.680000,55.849998,53.945892,6055600
2017-04-24,56.139999,56.209999,55.470001,55.470001,53.578861,10777700
2017-04-25,55.529999,55.770000,55.410000,55.450001,53.559536,8971000
2017-04-26,55.459999,55.840000,55.119999,55.160000,53.279423,10936000
2017-04-27,55.180000,55.570000,54.910000,55.470001,53.578861,8558000
2017-04-28,55.430000,55.529999,55.139999,55.410000,53.520901,6437700
2017-05-01,55.430000,55.450001,54.980000,54.990002,53.115215,4881400
2017-05-02,55.119999,55.160000,54.790001,55.070000,53.192486,7363600
2017-05-03,55.169998,55.299999,54.400002,54.529999,52.670895,9474700
2017-05-04,54.680000,54.830002,54.200001,54.470001,52.612946,6830600
2017-05-05,54.410000,54.500000,53.560001,53.950001,52.110680,13379900
2017-05-08,54.180000,54.509998,53.830002,54.299999,52.448734,8728100
2017-05-09,54.330002,55.080002,54.160000,54.889999,53.018631,6441200
2017-05-10,54.910000,55.060001,54.509998,54.560001,52.699883,5823000
2017-05-11,54.520000,54.520000,53.400002,54.240002,52.390789,6499600
2017-05-12,54.099998,54.389999,53.790001,54.200001,52.352154,5606300
2017-05-15,54.119999,54.200001,53.680000,53.770000,51.936810,8201700
2017-05-16,52.369999,53.380001,52.119999,52.779999,50.980564,14562700
2017-05-17,52.779999,52.869999,51.799999,51.799999,50.033970,18341500
2017-05-18,51.970001,52.080002,51.299999,51.680000,49.918068,22576500
2017-05-19,51.000000,52.110001,50.810001,51.770000,50.005001,20047800
2017-05-22,51.770000,51.959999,51.400002,51.570000,49.811821,13671500
2017-05-23,51.980000,52.630001,51.880001,52.200001,50.420341,11087300
2017-05-24,52.250000,52.299999,51.740002,52.009998,50.236816,9383600
2017-05-25,52.380001,52.590000,52.209999,52.349998,50.565220,7627500
2017-05-26,52.349998,52.759998,52.230000,52.590000,50.797047,5921300
2017-05-30,52.759998,53.020000,52.639999,52.919998,51.115784,8039600
2017-05-31,53.020000,53.279999,52.709999,52.990002,51.183407,8938800
2017-06-01,53.060001,53.299999,52.209999,52.299999,50.689106,13352100
2017-06-02,52.700001,53.009998,52.360001,52.980000,51.348164,18511200
2017-06-05,53.000000,53.230000,52.700001,53.009998,51.377243,5748900
2017-06-06,52.900002,53.099998,52.430000,52.480000,50.863571,8923000
2017-06-07,52.790001,53.360001,52.750000,53.230000,51.590462,7438300
2017-06-08,53.230000,54.139999,53.150002,53.200001,51.561394,7785600
2017-06-09,53.200001,53.470001,52.799999,53.459999,51.813389,8347400
2017-06-12,53.509998,54.250000,53.500000,54.029999,52.365822,9180000
2017-06-13,54.029999,54.660000,53.840000,54.310001,52.637203,8720100
2017-06-14,54.480000,54.669998,53.950001,54.660000,52.976421,6783900
2017-06-15,54.000000,54.049999,52.730000,52.900002,51.270634,16041100
2017-06-16,51.750000,51.840000,50.790001,51.099998,49.526070,25725500
2017-06-19,51.419998,52.220001,51.400002,52.020000,50.417736,11265300
2017-06-20,52.049999,52.130001,51.099998,51.560001,49.971905,10676500
2017-06-21,51.900002,52.689999,51.900002,52.590000,50.970181,13021700
2017-06-22,52.599998,52.619999,52.090000,52.400002,50.786034,10660700
2017-06-23,52.150002,52.919998,51.669998,52.849998,51.222168,8522400
2017-06-26,52.950001,53.570000,52.669998,53.279999,51.638924,7966200
2017-06-27,53.189999,53.259998,52.639999,52.950001,51.319092,7873100
2017-06-28,53.169998,53.610001,52.959999,53.360001,51.716465,7527200
2017-06-29,53.330002,53.630001,52.990002,53.169998,51.532318,14801900
2017-06-30,56.599998,59.709999,56.500000,59.000000,57.182751,46553000
2017-07-03,58.369999,59.009998,58.330002,58.650002,56.843521,9910000
2017-07-05,58.240002,58.290001,57.509998,57.560001,55.787106,16167000
2017-07-06,57.450001,57.720001,57.000000,57.160000,55.399422,9035700
2017-07-07,57.400002,58.080002,57.029999,57.980000,56.194164,8145400
2017-07-10,57.889999,58.810001,57.680000,58.730000,56.921066,8942400
2017-07-11,58.540001,58.930000,58.040001,58.180000,56.388008,7223000
2017-07-12,58.310001,58.750000,58.099998,58.220001,56.426773,7243100
2017-07-13,58.220001,58.580002,57.930000,57.939999,56.155396,8108600
2017-07-14,57.950001,58.209999,57.639999,58.000000,56.213551,6345300
2017-07-17,58.000000,58.349998,57.759998,57.790001,56.010021,6885000
2017-07-18,57.740002,58.080002,57.470001,57.650002,55.874329,4922500
2017-07-19,57.599998,57.880001,57.389999,57.770000,55.990631,4451100
2017-07-20,59.119999,59.590000,58.799999,59.099998,57.279671,11915500
2017-07-21,59.000000,60.000000,58.910000,59.950001,58.103485,11048300
2017-07-24,59.689999,59.770000,58.759998,58.950001,57.134289,7498900
2017-07-25,59.320000,59.520000,58.919998,59.389999,57.560738,5157100
2017-07-26,59.090000,59.130001,58.320000,58.360001,56.562458,5529500
2017-07-27,58.599998,58.680000,57.990002,58.150002,56.358932,8259900
2017-07-28,58.150002,58.740002,57.970001,58.669998,56.862907,5112800
2017-07-31,58.709999,59.119999,58.330002,59.049999,57.231209,6225900
2017-08-01,59.000000,59.939999,58.900002,59.840000,57.996876,9051700
2017-08-02,59.549999,59.950001,59.270000,59.790001,57.948414,4468100
2017-08-03,59.799999,60.529999,59.639999,60.139999,58.287632,5677200
2017-08-04,60.169998,60.340000,59.630001,59.759998,57.919334,4106000
2017-08-07,59.820000,60.099998,59.709999,59.790001,57.948414,4066700
2017-08-08,59.880001,60.119999,59.360001,59.459999,57.628582,5586400
2017-08-09,59.419998,59.970001,59.259998,59.900002,58.055031,5310900
2017-08-10,59.680000,59.689999,59.060001,59.070000,57.250591,5585100
2017-08-11,58.730000,59.270000,58.590000,58.970001,57.153675,4980000
2017-08-14,59.150002,60.000000,59.130001,59.779999,57.938725,5900000
2017-08-15,58.939999,59.009998,58.290001,58.560001,56.756298,8913000
2017-08-16,58.900002,59.049999,58.220001,58.540001,56.736919,5489600
2017-08-17,58.529999,58.740002,57.419998,57.459999,55.690178,9148600
2017-08-18,54.849998,55.419998,54.169998,54.950001,53.257492,22905200
2017-08-21,54.439999,54.439999,53.110001,53.610001,51.958763,14289300
2017-08-22,53.919998,54.410000,53.790001,54.130001,52.462757,8212800
2017-08-23,53.919998,54.080002,53.450001,53.610001,51.958763,6409400
2017-08-24,53.930000,53.970001,53.459999,53.840000,52.181683,5461900
2017-08-25,54.029999,54.200001,53.540001,53.900002,52.239838,6416600
2017-08-28,54.070000,54.430000,53.619999,53.730000,52.075069,5269400
2017-08-29,52.740002,52.880001,52.070000,52.730000,51.105865,12539900
2017-08-30,52.799999,52.959999,52.250000,52.560001,50.941113,7434500
2017-08-31,52.599998,52.980000,52.470001,52.810001,51.359291,7728900
2017-09-01,53.000000,53.450001,52.900002,53.360001,51.894184,5509800
2017-09-05,53.250000,53.470001,52.880001,53.009998,51.553791,6306500
2017-09-06,53.119999,53.340000,52.709999,52.759998,51.310665,7407600
2017-09-07,52.759998,52.849998,52.340000,52.389999,50.950817,6905800
2017-09-08,52.250000,52.509998,52.110001,52.200001,50.766048,8563300
2017-09-11,52.380001,53.130001,52.320000,53.029999,51.573250,8649900
2017-09-12,53.770000,54.090000,53.299999,53.400002,51.933086,7823700
2017-09-13,53.450001,53.639999,53.040001,53.520000,52.049782,6086000
2017-09-14,53.540001,53.889999,53.119999,53.730000,52.254021,7497400
2017-09-15,53.860001,54.060001,53.520000,53.869999,52.390167,10046800
2017-09-18,53.869999,54.160000,53.400002,53.500000,52.030338,8166400
2017-09-19,52.779999,54.049999,52.509998,53.330002,51.865013,14707200
2017-09-20,53.490002,53.639999,53.040001,53.560001,52.088692,7058000
2017-09-21,53.549999,53.639999,53.090000,53.189999,51.728851,8065400
2017-09-22,53.020000,53.610001,52.799999,53.240002,51.777481,10962400
2017-09-25,53.080002,53.560001,53.000000,53.230000,51.767750,12262400
2017-09-26,53.180000,53.970001,52.980000,53.700001,52.224838,16183700
2017-09-27,52.169998,52.689999,51.029999,52.669998,51.223137,36202500
2017-09-28,52.799999,53.029999,52.330002,52.630001,51.184235,11334700
2017-09-29,52.590000,52.820000,51.759998,51.849998,50.425663,12189900
2017-10-02,52.160000,52.209999,51.660000,51.869999,50.445114,7516200
2017-10-03,52.000000,52.049999,51.400002,51.470001,50.056110,8126700
2017-10-04,51.509998,52.130001,51.400002,52.080002,50.649345,8204300
2017-10-05,52.009998,52.320000,51.779999,52.180000,50.746601,5287400
2017-10-06,52.200001,52.459999,52.119999,52.419998,50.980007,5360300
2017-10-09,52.230000,52.299999,51.500000,51.520000,50.104733,6875100
2017-10-10,51.580002,51.820000,51.369999,51.529999,50.114452,8372700
2017-10-11,51.389999,51.520000,50.830002,51.029999,49.628189,9109600
2017-10-12,50.980000,51.119999,50.349998,50.830002,49.433685,10658400
2017-10-13,50.830002,51.070000,50.400002,50.980000,49.579556,16227900
2017-10-16,50.799999,51.410000,50.639999,51.369999,49.958843,9299300
2017-10-17,51.500000,52.040001,51.380001,52.000000,50.571541,9492700
2017-10-18,52.180000,52.400002,52.099998,52.299999,50.863304,10890300
2017-10-19,51.660000,52.799999,51.480000,52.689999,51.242584,12568200
2017-10-20,52.790001,53.500000,52.790001,53.060001,51.602425,13020900
2017-10-23,53.060001,53.950001,53.000000,53.660000,52.185947,12242600
2017-10-24,53.900002,54.000000,53.099998,53.419998,51.952534,14767600
2017-10-25,53.430000,55.910000,52.669998,54.939999,53.430782,24804000
2017-10-26,55.259998,57.250000,55.139999,56.810001,55.249413,22185100
2017-10-27,55.820000,56.360001,55.650002,55.959999,54.422760,12801800
2017-10-30,55.709999,55.930000,54.840000,55.270000,53.751717,10169400
2017-10-31,54.750000,55.279999,54.520000,54.990002,53.479408,9794800
2017-11-01,55.419998,55.500000,54.849998,55.070000,53.557213,7544500
2017-11-02,55.150002,55.320000,54.590000,55.119999,53.605827,7250300
2017-11-03,55.150002,55.720001,55.040001,55.709999,54.179619,9448200
2017-11-06,55.290001,56.130001,55.139999,56.040001,54.500565,9332200
2017-11-07,55.750000,56.020000,55.020000,55.150002,53.635017,7774700
2017-11-08,55.000000,55.770000,54.889999,55.759998,54.228252,7079400
2017-11-09,55.500000,56.349998,55.310001,56.130001,54.588093,10958500
2017-11-10,55.880001,56.490002,55.619999,56.090000,54.549194,7535700
2017-11-13,55.660000,56.090000,55.660000,55.910000,54.374134,10106100
2017-11-14,55.709999,56.180000,55.529999,55.980000,54.442215,5037500
2017-11-15,55.959999,56.869999,55.080002,56.630001,55.074360,6610500
2017-11-16,56.619999,57.279999,56.410000,57.230000,55.657867,8233300
2017-11-17,58.540001,59.529999,58.369999,59.189999,57.564022,15475500
2017-11-20,58.630001,59.500000,57.980000,59.250000,57.622383,8480600
2017-11-21,59.029999,59.400002,58.930000,59.389999,57.758533,9057800
2017-11-22,59.180000,59.340000,58.939999,59.070000,57.447327,8501300
2017-11-24,59.000000,59.349998,58.910000,59.320000,57.690460,3400400
2017-11-27,59.200001,59.700001,59.169998,59.630001,57.991955,7891600
2017-11-28,58.759998,59.599998,58.540001,59.580002,57.943321,8665300
2017-11-29,59.730000,60.630001,59.730000,60.360001,58.701893,12022800
2017-11-30,60.259998,61.209999,60.200001,60.419998,58.760235,12551200
2017-12-01,60.419998,60.430000,59.240002,59.880001,58.428482,10113500
2017-12-04,60.270000,60.700001,59.970001,60.099998,58.643147,7513200
2017-12-05,60.650002,60.799999,59.650002,60.419998,58.955391,8862900
2017-12-06,60.410000,60.849998,59.700001,59.720001,58.272366,7862200
2017-12-07,59.860001,61.060001,59.650002,60.599998,59.131031,6113300
2017-12-08,60.500000,61.369999,60.290001,61.299999,59.814060,6065200
2017-12-11,61.369999,62.220001,61.299999,61.910000,60.409271,9017800
2017-12-12,61.810001,62.529999,61.650002,62.169998,60.662975,7358000
2017-12-13,62.220001,64.459999,62.020000,64.300003,62.741348,16072600
2017-12-14,64.430000,64.849998,64.050003,64.529999,62.965759,13055100
2017-12-15,64.889999,65.070000,64.150002,64.790001,63.219460,15659300
2017-12-18,64.930000,65.080002,64.389999,64.809998,63.238972,12652000
2017-12-19,65.150002,65.190002,64.180000,64.239998,62.682800,8212500
2017-12-20,64.389999,64.500000,63.580002,63.590000,62.048550,12468600
2017-12-21,64.290001,64.980003,63.299999,64.769997,63.199944,14352300
2017-12-22,61.200001,63.540001,60.130001,63.290001,61.755825,20414200
2017-12-26,62.900002,63.889999,62.810001,63.650002,62.107101,4563500
2017-12-27,63.560001,63.599998,62.770000,62.950001,61.424065,8959700
2017-12-28,63.000000,63.320000,62.849998,62.950001,61.424065,3987200
2017-12-29,63.209999,63.369999,62.549999,62.549999,61.033760,5222100
2018-01-02,62.849998,63.490002,62.849998,63.490002,61.950970,6511000
2018-01-03,63.480000,63.660000,62.759998,63.480000,61.941216,6091100
2018-01-04,63.400002,63.549999,62.549999,63.439999,61.902187,5780500
2018-01-05,63.700001,64.300003,63.470001,63.980000,62.429100,11632300
2018-01-08,64.150002,64.709999,63.980000,64.550003,62.985283,11905700
2018-01-09,64.230003,64.720001,63.470001,64.089996,62.536427,8771300
2018-01-10,63.880001,64.230003,63.439999,64.220001,62.663284,5010600
2018-01-11,64.029999,64.309998,63.779999,64.290001,62.731586,5103500
2018-01-12,64.500000,64.720001,64.320000,64.669998,63.102371,5135700
2018-01-16,64.779999,65.360001,63.369999,63.419998,61.882668,9117000
2018-01-17,63.669998,64.010002,63.080002,63.810001,62.263214,7422600
2018-01-18,64.000000,64.209999,63.540001,64.110001,62.555950,5656900
2018-01-19,65.309998,67.239998,65.120003,67.209999,65.580811,12896100
2018-01-22,66.550003,66.830002,65.760002,66.389999,64.780685,8491800
2018-01-23,66.529999,67.330002,66.440002,67.139999,65.512489,6412000
2018-01-24,67.339996,68.180000,67.070000,68.000000,66.351646,7421800
2018-01-25,68.129997,68.639999,67.449997,67.709999,66.068680,5707600
2018-01-26,68.199997,68.639999,67.919998,68.040001,66.390686,6290500
2018-01-29,67.820000,68.139999,67.419998,67.580002,65.941826,5067300
2018-01-30,67.500000,68.309998,67.160004,67.330002,65.697891,6350500
2018-01-31,67.500000,68.830002,67.470001,68.220001,66.566322,11036400
2018-02-01,67.669998,67.970001,66.699997,67.650002,66.010139,5790500
2018-02-02,67.220001,67.790001,67.000000,67.220001,65.590561,9348300
2018-02-05,66.629997,67.209999,64.389999,64.389999,62.829155,12549500
2018-02-06,62.480000,65.419998,62.090000,65.220001,63.639046,13356700
2018-02-07,65.150002,66.839996,65.099998,65.629997,64.039093,8845700
2018-02-08,65.529999,65.709999,62.459999,62.490002,60.975216,14121800
2018-02-09,63.759998,66.050003,62.840000,65.489998,63.902504,13733300
2018-02-12,65.940002,66.820000,65.680000,65.980003,64.380615,9792200
2018-02-13,65.849998,66.230003,65.430000,65.870003,64.273285,9538400
2018-02-14,65.720001,68.029999,65.550003,67.959999,66.312622,8662600
2018-02-15,68.389999,68.760002,67.250000,68.290001,66.634621,7390200
2018-02-16,67.900002,69.000000,67.739998,68.300003,66.644386,6842100
2018-02-20,67.639999,67.970001,67.050003,67.489998,65.854012,4859100
2018-02-21,67.660004,68.019997,67.029999,67.050003,65.424683,5107900
2018-02-22,67.250000,67.480003,66.739998,67.129997,65.502739,6515800
2018-02-23,67.389999,68.160004,66.849998,68.160004,66.507774,4428500
2018-02-26,68.389999,69.809998,68.339996,69.650002,67.961655,6499500
2018-02-27,70.000000,70.250000,68.029999,68.029999,66.380928,6843100
2018-02-28,68.099998,68.300003,67.010002,67.029999,65.405159,6091800
2018-03-01,67.239998,67.669998,65.669998,66.320000,64.712379,7323900
2018-03-02,64.910004,66.089996,64.209999,65.889999,64.487259,8380500
2018-03-05,65.480003,65.489998,64.339996,65.050003,63.665154,8838400
2018-03-06,65.209999,65.360001,64.629997,65.239998,63.851109,6550100
2018-03-07,64.510002,64.790001,63.889999,64.169998,62.803886,6457600
2018-03-08,64.559998,65.250000,64.480003,65.110001,63.723881,5573000
2018-03-09,65.510002,66.510002,65.360001,66.300003,64.888550,5838400
2018-03-12,66.650002,67.610001,66.320000,66.820000,65.397476,7522700
2018-03-13,67.300003,67.690002,66.129997,66.169998,64.761307,5167300
2018-03-14,66.650002,66.900002,65.669998,66.199997,64.790665,6463800
2018-03-15,66.489998,66.610001,66.129997,66.389999,64.976639,5260800
2018-03-16,66.309998,66.690002,65.910004,65.910004,64.506851,12860900
2018-03-19,65.699997,66.339996,65.190002,65.709999,64.311096,7255600
2018-03-20,65.940002,66.870003,65.930000,66.800003,65.377899,6906200
2018-03-21,66.730003,67.209999,66.309998,66.349998,64.937477,5805200
2018-03-22,65.599998,66.150002,64.230003,64.419998,63.048565,12313300
2018-03-23,66.699997,67.110001,64.459999,64.629997,63.254093,17343800
2018-03-26,65.080002,66.059998,64.989998,65.900002,64.497070,10796000
2018-03-27,65.889999,67.639999,65.430000,66.169998,64.761307,9452500
2018-03-28,66.589996,67.150002,65.269997,65.440002,64.046867,7208400
2018-03-29,65.699997,66.550003,65.610001,66.440002,65.025566,10748300
2018-04-02,65.970001,66.050003,63.209999,64.120003,62.754955,12383900
2018-04-03,64.470001,66.730003,64.360001,66.699997,65.280022,8766400
2018-04-04,65.970001,68.500000,65.930000,68.419998,66.963425,10275800
2018-04-05,68.500000,69.779999,68.389999,69.589996,68.108490,9093300
2018-04-06,68.510002,69.309998,66.930000,67.550003,66.111923,9719300
2018-04-09,68.389999,68.550003,67.150002,67.180000,65.749809,6504500
2018-04-10,67.809998,67.879997,66.489998,67.000000,65.573639,10098900
2018-04-11,66.580002,67.199997,66.519997,66.830002,65.407265,5185500
2018-04-12,67.070000,68.000000,67.070000,67.769997,66.327255,5145300
2018-04-13,68.120003,68.330002,66.980003,67.250000,65.818329,4300200
2018-04-16,67.809998,67.980003,67.059998,67.059998,65.632355,6484400
2018-04-17,67.370003,67.669998,67.279999,67.510002,66.072792,5605700
2018-04-18,67.529999,67.739998,66.160004,66.199997,64.790665,7384000
2018-04-19,66.029999,66.300003,64.989998,65.730003,64.330688,8274300
2018-04-20,65.750000,66.110001,65.449997,66.089996,64.683006,10402800
2018-04-23,66.000000,67.029999,65.949997,66.879997,65.456200,6338400
2018-04-24,67.309998,67.510002,66.720001,66.970001,65.544273,8176100
2018-04-25,66.839996,67.000000,66.250000,66.669998,65.250671,5188900
2018-04-26,66.779999,68.290001,66.639999,68.050003,66.601295,5355200
2018-04-27,68.470001,70.000000,68.449997,69.559998,68.079140,7814900
2018-04-30,69.580002,69.809998,68.389999,68.389999,66.934059,6484100
2018-05-01,67.980003,68.209999,67.029999,68.099998,66.650230,4957800
2018-05-02,68.040001,68.559998,67.480003,68.260002,66.806816,5752100
2018-05-03,67.800003,67.849998,66.639999,66.900002,65.475777,6155900
2018-05-04,66.839996,68.330002,66.800003,68.099998,66.650230,5132900
2018-05-07,68.059998,69.419998,68.059998,69.339996,67.863831,5041600
2018-05-08,69.199997,69.230003,68.199997,68.459999,67.002556,6534900
2018-05-09,68.419998,68.470001,67.010002,67.949997,66.503410,7956300
2018-05-10,68.139999,68.269997,67.330002,67.919998,66.474060,4965200
2018-05-11,68.029999,68.529999,67.910004,68.430000,66.973198,4145100
2018-05-14,68.599998,68.889999,68.110001,68.839996,67.374458,3453800
2018-05-15,68.309998,69.519997,68.230003,69.500000,68.020416,5045000
2018-05-16,69.669998,71.510002,69.620003,71.339996,69.821243,9693000
2018-05-17,71.400002,71.599998,70.820000,70.940002,69.429771,6064700
2018-05-18,70.760002,71.589996,70.470001,71.320000,69.801674,5688100
2018-05-21,71.480003,71.699997,70.709999,71.379997,69.860397,5480700
2018-05-22,71.459999,72.190002,71.260002,71.309998,69.791885,5675300
2018-05-23,70.949997,71.919998,70.830002,71.339996,69.821243,6806400
2018-05-24,71.430000,72.279999,71.320000,72.180000,70.643364,5613800
2018-05-25,73.099998,73.489998,71.629997,72.250000,70.711876,5889700
2018-05-29,71.519997,71.610001,70.430000,70.919998,69.410194,5857900
2018-05-30,71.459999,72.290001,70.940002,72.230003,70.692307,5799900
